Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Year,Item_Type_New,Outlet,Item
NCN05,8.235,0,0.014488997,8,183.795,OUT045,2002,2,1,1,2929.52,11,Non-Consumable,7,2
FDR58,6.675,0,0.04200648,13,92.6462,OUT045,2002,2,1,1,1665.8316,11,Food,7,1
FDX47,6.55,1,0.034575546,1,156.5288,OUT013,1987,0,2,1,1571.288,26,Food,1,1
NCH54,13.5,0,0.072965144,9,160.692,OUT018,2009,1,2,2,1917.504,4,Non-Consumable,3,2
NCH42,6.86,0,0.036530411,9,227.801,OUT035,2004,2,1,1,3904.917,9,Non-Consumable,6,2
FDH56,9.8,1,0.063946629,6,116.6492,OUT045,2002,2,1,1,2316.984,11,Food,7,1
FDQ48,14.3,1,0.034551415,0,98.1726,OUT018,2009,1,2,2,685.1082,4,Food,3,1
FDN20,19.35,0,0.026329989,6,169.2474,OUT017,2007,2,1,1,3705.8428,6,Food,2,1
FDA15,9.3,0,0.016009057,4,250.6092,OUT013,1987,0,2,1,6474.2392,26,Food,1,1
FDS48,15.15,0,0.048637888,0,149.7708,OUT019,1985,2,0,0,150.4708,28,Food,4,1
FDW02,4.805,1,0.037852995,4,126.2704,OUT018,2009,1,2,2,3629.9416,4,Food,3,1
FDN03,9.8,1,0.015016891,10,248.6408,OUT027,1985,1,2,3,6759.2016,28,Food,5,1
FDF57,14.5,1,0.059160135,6,170.7448,OUT017,2007,2,1,1,2045.3376,6,Food,2,1
DRM37,15.35,0,0.096379585,14,196.5768,OUT035,2004,2,1,1,4729.8432,9,Drinks,6,0
NCD54,21.1,0,0.029008944,9,143.3786,OUT046,1997,2,0,1,866.8716,16,Non-Consumable,8,2
NCQ42,20.35,0,0.039078047,9,128.3678,OUT027,1985,1,2,3,3179.195,28,Non-Consumable,5,2
FDW49,19.5,0,0.082536604,3,177.2002,OUT035,2004,2,1,1,2149.2024,9,Food,6,1
DRI03,6.03,0,0.0226848,4,178.1028,OUT013,1987,0,2,1,4604.6728,26,Drinks,1,0
FDD14,20.7,0,0.170152831,3,182.6266,OUT045,2002,2,1,1,2581.9724,11,Food,7,1
FDN02,16.5,0,0.073827748,3,208.8638,OUT046,1997,2,0,1,2484.7656,16,Food,8,1
FDQ45,9.5,1,0.010864186,13,185.3608,OUT027,1985,1,2,3,5329.0632,28,Food,5,1
FDX56,17.1,1,0.07436116,6,206.1638,OUT018,2009,1,2,2,4141.276,4,Food,3,1
FDE51,5.925,1,0.168901843,4,43.4086,OUT019,1985,2,0,0,44.6086,28,Food,4,1
FDT47,5.26,1,0.02455854,1,95.6068,OUT045,2002,2,1,1,2332.9632,11,Food,7,1
FDM22,14,1,0.041949832,13,54.064,OUT035,2004,2,1,1,1118.544,9,Food,6,1
FDB27,7.575,0,0.055502454,4,196.5768,OUT045,2002,2,1,1,1576.6144,11,Food,7,1
FDE02,8.71,0,0.120663214,3,95.6778,OUT027,1985,1,2,3,2910.2118,28,Food,5,1
FDD38,16.75,1,0.00819018,3,103.7674,OUT035,2004,2,1,1,2852.2872,9,Food,6,1
FDF34,9.3,1,0.014098693,13,197.7084,OUT017,2007,2,1,1,3372.9428,6,Food,2,1
FDP15,15.2,0,0.083536071,10,256.033,OUT010,1998,2,2,0,1281.665,15,Food,0,1
NCI29,8.6,0,0.032806066,8,143.6154,OUT017,2007,2,1,1,2127.231,6,Non-Consumable,2,2
FDU27,18.6,1,0.172446822,10,47.1376,OUT017,2007,2,1,1,767.0016,6,Food,2,1
NCD55,14,0,0.024213354,9,42.4454,OUT027,1985,1,2,3,293.6178,28,Non-Consumable,5,2
FDU37,9.5,1,0.104461432,3,79.596,OUT046,1997,2,0,1,1038.648,16,Food,8,1
FDA01,15,1,0.054685839,3,60.2904,OUT017,2007,2,1,1,1581.9408,6,Food,2,1
FDS13,6.465,0,0.124758619,3,264.1884,OUT045,2002,2,1,1,3444.8492,11,Food,7,1
FDK55,18.5,0,0.02586664,10,88.9172,OUT018,2009,1,2,2,1695.1268,4,Food,3,1
FDR36,6.715,1,0.121563385,0,43.7454,OUT035,2004,2,1,1,545.2902,9,Food,6,1
DRK49,14.15,0,0.035999599,14,41.5138,OUT049,1999,1,0,1,162.4552,14,Drinks,9,0
DRM23,16.6,0,0.151208127,7,171.7422,OUT027,1985,1,2,3,6207.9192,28,Drinks,5,0
FDH47,13.5,1,0.21561193,15,98.6068,OUT010,1998,2,2,0,97.2068,15,Food,0,1
FDZ21,17.6,1,0.039381633,13,98.041,OUT018,2009,1,2,2,675.787,4,Food,3,1
FDI57,19.85,0,0.054331235,12,198.7768,OUT017,2007,2,1,1,4532.7664,6,Food,2,1
FDK26,5.46,1,0.056338482,3,184.624,OUT019,1985,2,0,0,1304.968,28,Food,4,1
FDQ36,7.855,1,0.161516894,0,37.0848,OUT035,2004,2,1,1,447.4176,9,Food,6,1
FDJ58,15.6,1,0.184359831,13,172.6764,OUT019,1985,2,0,0,858.882,28,Food,4,1
FDD45,8.615,0,0.116484721,6,94.1436,OUT045,2002,2,1,1,1134.5232,11,Food,7,1
FDG50,7.405,0,0.015302764,3,89.9146,OUT045,2002,2,1,1,2189.1504,11,Food,7,1
FDO36,19.7,0,0.136417078,0,179.766,OUT019,1985,2,0,0,179.766,28,Food,4,1
NCW42,18.2,0,0.058707159,9,220.5456,OUT018,2009,1,2,2,3094.6384,4,Non-Consumable,3,2
NCH18,9.3,0,0.074753743,9,246.4802,OUT010,1998,2,2,0,982.7208,15,Non-Consumable,0,2
FDY59,8.195,0,0.031251369,0,93.3462,OUT027,1985,1,2,3,1018.0082,28,Food,5,1
NCO42,21.25,0,0.024705597,9,145.1102,OUT045,2002,2,1,1,1603.9122,11,Non-Consumable,7,2
FDM45,8.655,1,0.088693595,13,122.5756,OUT017,2007,2,1,1,2181.1608,6,Food,2,1
NCV29,11.8,0,0.038235337,8,177.5686,OUT010,1998,2,2,0,711.0744,15,Non-Consumable,0,2
FDT08,13.65,0,0.048980156,6,148.705,OUT027,1985,1,2,3,2996.1,28,Food,5,1
NCQ43,17.75,0,0.194874778,11,110.2912,OUT019,1985,2,0,0,218.3824,28,Non-Consumable,4,2
NCA54,16.5,0,0.036611104,9,180.9318,OUT013,1987,0,2,1,3247.7724,26,Non-Consumable,1,2
FDW55,12.6,1,0.025639529,6,248.8092,OUT035,2004,2,1,1,6723.2484,9,Food,6,1
FDI10,8.51,1,0.07802465,13,171.4422,OUT027,1985,1,2,3,3448.844,28,Food,5,1
NCS53,14.5,0,0.157190017,8,156.8604,OUT019,1985,2,0,0,316.9208,28,Non-Consumable,4,2
FDZ35,9.6,1,0.022170592,1,105.199,OUT027,1985,1,2,3,3199.169,28,Food,5,1
FDF10,15.5,1,0.156797787,13,148.6418,OUT013,1987,0,2,1,3972.8286,26,Food,1,1
FDO38,17.25,0,0.07325106,3,76.4986,OUT017,2007,2,1,1,778.986,6,Food,2,1
FDY45,17.5,0,0.026289984,13,253.7356,OUT017,2007,2,1,1,3815.034,6,Food,2,1
FDC40,16,1,0.065328932,4,78.4986,OUT018,2009,1,2,2,1791.6678,4,Food,3,1
NCO54,19.5,0,0.014296484,9,53.7614,OUT049,1999,1,0,1,1436.7964,14,Non-Consumable,9,2
FDQ14,9.27,0,0.062038986,4,148.005,OUT018,2009,1,2,2,1797.66,4,Food,3,1
FDM10,18.25,0,0.075908374,13,213.4218,OUT013,1987,0,2,1,3846.9924,26,Food,1,1
DRK23,8.395,0,0.072383777,7,251.504,OUT017,2007,2,1,1,7084.112,6,Drinks,2,0
NCR17,9.8,0,0.024363026,8,114.0492,OUT013,1987,0,2,1,2085.2856,26,Non-Consumable,1,2
FDG31,12.15,0,0.066351687,10,65.0826,OUT019,1985,2,0,0,193.7478,28,Food,4,1
FDH02,7.27,1,0.020823289,3,92.4488,OUT045,2002,2,1,1,996.0368,11,Food,7,1
DRH37,17.6,0,0.041851756,14,162.7526,OUT017,2007,2,1,1,3124.5994,6,Drinks,2,0
DRC36,13,1,0.045239326,14,174.1054,OUT017,2007,2,1,1,4377.635,6,Drinks,2,0
FDB56,8.75,1,0.074778547,6,186.3556,OUT045,2002,2,1,1,3567.3564,11,Food,7,1
NCK54,12.15,0,0.029583249,9,114.715,OUT045,2002,2,1,1,1048.635,11,Non-Consumable,7,2
NCQ17,10.3,0,0.143227134,8,154.663,OUT013,1987,0,2,1,2816.334,26,Non-Consumable,1,2
FDM13,6.425,0,0.063432676,2,132.8626,OUT018,2009,1,2,2,524.6504,4,Food,3,1
FDT44,16.6,0,0.103406065,6,116.4466,OUT018,2009,1,2,2,1178.466,4,Food,3,1
FDO28,5.765,0,0.126585095,5,122.4098,OUT019,1985,2,0,0,120.5098,28,Food,4,1
NCK07,10.65,0,0.04896208,11,165.8526,OUT017,2007,2,1,1,3946.8624,6,Non-Consumable,2,2
NCP05,19.6,0,0.025286583,8,151.8024,OUT046,1997,2,0,1,1366.2216,16,Non-Consumable,8,2
FDX11,16,1,0.106752081,0,181.4634,OUT046,1997,2,0,1,1090.5804,16,Food,8,1
FDS52,8.89,0,0.005485618,5,99.3016,OUT045,2002,2,1,1,607.2096,11,Food,7,1
FDB14,20.25,1,0.102932246,3,93.212,OUT045,2002,2,1,1,1304.968,11,Food,7,1
NCY06,15.25,0,0.060888514,9,130.1968,OUT027,1985,1,2,3,1565.9616,28,Non-Consumable,5,2
FDS45,5.175,1,0.029662795,13,105.2622,OUT017,2007,2,1,1,2328.9684,6,Food,2,1
DRF23,4.61,0,0.134603486,7,173.8396,OUT046,1997,2,0,1,1221.0772,16,Drinks,8,0
FDD33,12.85,0,0.108382679,6,231.9642,OUT027,1985,1,2,3,6970.926,28,Food,5,1
NCA53,11.395,0,0.009918699,8,49.4034,OUT018,2009,1,2,2,777.6544,4,Non-Consumable,3,2
FDC46,17.7,0,0.116520447,13,186.0266,OUT035,2004,2,1,1,2950.8256,9,Food,6,1
NCW41,18,0,0.015447454,8,159.2604,OUT035,2004,2,1,1,3961.51,9,Non-Consumable,6,2
FDZ39,19.7,1,0.018098194,10,104.599,OUT018,2009,1,2,2,309.597,4,Food,3,1
FDE51,5.925,1,0.097012989,4,42.9086,OUT017,2007,2,1,1,758.3462,6,Food,2,1
FDG32,19.85,0,0.17514326,6,222.3772,OUT027,1985,1,2,3,9562.2196,28,Food,5,1
NCK07,10.65,0,0.048785427,11,163.9526,OUT045,2002,2,1,1,1644.526,11,Non-Consumable,7,2
NCQ41,14.8,0,0.019476708,8,193.0794,OUT035,2004,2,1,1,3901.588,9,Non-Consumable,6,2
FDL36,15.1,0,0.076229769,0,90.483,OUT045,2002,2,1,1,1617.894,11,Food,7,1
FDQ26,13.5,1,0.067948491,4,57.8562,OUT049,1999,1,0,1,711.0744,14,Food,9,1
FDR02,16.7,0,0.022190488,4,113.1886,OUT017,2007,2,1,1,3335.658,6,Food,2,1
FDV59,13.35,0,0.056139218,1,217.6166,OUT018,2009,1,2,2,3265.749,4,Food,3,1
FDZ33,10.195,0,0.119000409,13,147.2076,OUT010,1998,2,2,0,739.038,15,Food,0,1
NCT41,15.7,0,0.05610384,8,153.5024,OUT045,2002,2,1,1,2580.6408,11,Non-Consumable,7,2
FDB17,13.15,0,0.061381589,5,179.9976,OUT010,1998,2,2,0,181.0976,15,Food,0,1
FDN44,13.15,0,0.022795611,6,160.192,OUT046,1997,2,0,1,1597.92,16,Food,8,1
FDE45,12.1,0,0.040323731,6,180.0002,OUT013,1987,0,2,1,4656.6052,26,Food,1,1
FDG47,12.8,0,0.070012633,15,262.8252,OUT017,2007,2,1,1,2885.5772,6,Food,2,1
NCP02,7.105,0,0.044591774,9,59.6562,OUT027,1985,1,2,3,2192.4794,28,Non-Consumable,5,2
FDW02,4.805,1,0.037699423,4,125.5704,OUT046,1997,2,0,1,3880.2824,16,Food,8,1
NCM53,18.75,0,0.052040915,8,105.728,OUT046,1997,2,0,1,2024.032,16,Non-Consumable,8,2
FDD47,7.6,1,0.142292265,15,171.3448,OUT013,1987,0,2,1,3238.4512,26,Food,1,1
FDE28,9.5,1,0.132521929,5,228.6668,OUT035,2004,2,1,1,4146.6024,9,Food,6,1
FDV12,16.7,1,0.061122656,0,100.0384,OUT018,2009,1,2,2,2463.46,4,Food,3,1
FDE36,5.26,1,0.041942549,0,165.4868,OUT018,2009,1,2,2,2293.0152,4,Food,3,1
FDU45,15.6,1,0.035506142,13,112.4518,OUT046,1997,2,0,1,3301.7022,16,Food,8,1
FDP28,13.65,1,0.080573371,5,260.1936,OUT013,1987,0,2,1,3914.904,26,Food,1,1
FDH33,12.85,0,0.121972274,13,43.1428,OUT045,2002,2,1,1,703.0848,11,Food,7,1
FDO44,12.6,0,0.087436672,6,109.9228,OUT035,2004,2,1,1,663.1368,9,Food,6,1
FDR07,21.35,0,0.136119549,6,94.1094,OUT019,1985,2,0,0,190.4188,28,Food,4,1
FDJ45,17.75,0,0.073396761,12,35.1216,OUT035,2004,2,1,1,830.9184,9,Food,6,1
FDS59,14.8,1,0.073468631,1,110.857,OUT010,1998,2,2,0,329.571,15,Food,0,1
FDU34,18.25,0,0.075132353,13,125.9046,OUT013,1987,0,2,1,2365.5874,26,Food,1,1
NCL06,14.65,0,0.120624771,9,261.7594,OUT010,1998,2,2,0,523.3188,15,Non-Consumable,0,2
FDR37,16.5,1,0.110888167,2,181.6292,OUT010,1998,2,2,0,1094.5752,15,Food,0,1
NCM53,18.75,0,0.052252908,8,105.728,OUT018,2009,1,2,2,1704.448,4,Non-Consumable,3,2
DRG25,10.5,0,0.019046089,14,188.424,OUT035,2004,2,1,1,2237.088,9,Drinks,6,0
DRE25,15.35,0,0.073397129,14,91.912,OUT049,1999,1,0,1,2609.936,14,Drinks,9,0
FDZ45,14.1,0,0.067011609,13,197.1084,OUT045,2002,2,1,1,2182.4924,11,Food,7,1
NCV53,8.27,0,0.031490111,8,239.088,OUT010,1998,2,2,0,719.064,15,Non-Consumable,0,2
FDR55,12.15,1,0.132621594,6,190.1872,OUT018,2009,1,2,2,3781.744,4,Food,3,1
FDS47,16.75,0,0.129045287,1,87.6856,OUT027,1985,1,2,3,1845.5976,28,Food,5,1
DRG27,8.895,0,0.105110692,4,41.1138,OUT046,1997,2,0,1,690.4346,16,Drinks,8,0
FDA02,14,1,0.02976887,4,145.4786,OUT049,1999,1,0,1,1300.3074,14,Food,9,1
FDF45,18.2,1,0.012229464,6,56.8904,OUT045,2002,2,1,1,1406.1696,11,Food,7,1
FDZ58,17.85,0,0.052176861,13,122.8072,OUT046,1997,2,0,1,857.5504,16,Food,8,1
NCH30,17.1,0,0.06725846,9,115.186,OUT049,1999,1,0,1,2490.092,14,Non-Consumable,9,2
FDN03,9.8,1,0.025257508,10,248.5408,OUT010,1998,2,2,0,751.0224,15,Food,0,1
FDH12,9.6,0,0.085085743,0,105.128,OUT049,1999,1,0,1,1065.28,14,Food,9,1
NCH54,13.5,0,0.12163321,9,161.692,OUT010,1998,2,2,0,159.792,15,Non-Consumable,0,2
DRH01,17.5,0,0.098102581,14,172.9738,OUT045,2002,2,1,1,4344.345,11,Drinks,7,0
FDX01,10.1,0,0.024047319,3,115.515,OUT027,1985,1,2,3,1980.755,28,Food,5,1
FDD34,7.945,0,0.01596609,13,163.521,OUT017,2007,2,1,1,1794.331,6,Food,2,1
FDC53,8.68,0,0.008792907,5,96.7384,OUT027,1985,1,2,3,2956.152,28,Food,5,1
FDO28,5.765,0,0.072238195,5,120.0098,OUT013,1987,0,2,1,1687.1372,26,Food,1,1
DRJ51,14.1,0,0.08849163,4,231.1668,OUT017,2007,2,1,1,7602.1044,6,Drinks,2,0
FDD14,20.7,0,0.170500183,3,184.1266,OUT018,2009,1,2,2,1659.8394,4,Food,3,1
FDW35,10.6,0,0.011134397,1,42.8454,OUT018,2009,1,2,2,167.7816,4,Food,3,1
NCH18,9.3,0,0.044730667,9,245.1802,OUT049,1999,1,0,1,2456.802,14,Non-Consumable,9,2
FDK20,12.6,1,0.04179272,6,122.0072,OUT017,2007,2,1,1,1347.5792,6,Food,2,1
FDY47,8.6,1,0.054484461,1,130.131,OUT046,1997,2,0,1,1557.972,16,Food,8,1
FDG32,19.85,0,0.175849067,6,222.0772,OUT013,1987,0,2,1,2001.3948,26,Food,1,1
FDC20,10.65,0,0.024069113,6,56.2272,OUT018,2009,1,2,2,559.272,4,Food,3,1
NCS29,9,0,0.06953231,8,266.5884,OUT035,2004,2,1,1,6624.71,9,Non-Consumable,6,2
FDG53,10,0,0.045848263,5,138.518,OUT035,2004,2,1,1,2237.088,9,Food,6,1
FDV26,20.25,1,0.076160451,4,196.2794,OUT046,1997,2,0,1,2731.1116,16,Food,8,1
FDE40,15.6,1,0.099704558,4,63.1194,OUT017,2007,2,1,1,1300.3074,6,Food,2,1
FDM02,12.5,1,0.073735058,3,87.1198,OUT046,1997,2,0,1,1657.1762,16,Food,8,1
FDU11,4.785,0,0.0931174,1,118.6098,OUT017,2007,2,1,1,361.5294,6,Food,2,1
FDB51,6.92,0,0.038446805,4,63.5852,OUT035,2004,2,1,1,751.0224,9,Food,6,1
FDQ03,15,1,0.078172471,10,238.8248,OUT045,2002,2,1,1,3555.372,11,Food,7,1
DRK35,8.365,0,0.071992202,7,38.3506,OUT045,2002,2,1,1,986.7156,11,Drinks,7,0
FDZ32,7.785,1,0.038210084,6,103.8964,OUT045,2002,2,1,1,946.7676,11,Food,7,1
FDU38,10.8,0,0.0824812,4,191.6504,OUT013,1987,0,2,1,2492.7552,26,Food,1,1
DRM11,6.57,0,0.066069578,7,261.0278,OUT046,1997,2,0,1,4165.2448,16,Drinks,8,0
FDS36,8.38,1,0.046848322,0,110.557,OUT013,1987,0,2,1,3844.995,26,Food,1,1
FDO52,11.6,1,0.077164595,5,172.5106,OUT046,1997,2,0,1,2566.659,16,Food,8,1
FDA04,11.3,1,0.066833743,5,257.2962,OUT049,1999,1,0,1,2330.9658,14,Food,9,1
NCE31,7.67,0,0.185596553,9,35.7216,OUT018,2009,1,2,2,69.2432,4,Non-Consumable,3,2
FDC33,8.96,1,0.068925304,6,196.9768,OUT035,2004,2,1,1,2759.0752,9,Food,6,1
FDS33,6.67,1,0.12367891,13,88.9514,OUT045,2002,2,1,1,885.514,11,Food,7,1
NCJ05,18.7,0,0.046348967,8,153.6682,OUT017,2007,2,1,1,1677.1502,6,Non-Consumable,2,2
FDN51,17.85,1,0.021065311,10,261.5936,OUT017,2007,2,1,1,6002.8528,6,Food,2,1
FDZ10,17.85,0,0.077849833,13,127.202,OUT019,1985,2,0,0,506.008,28,Food,4,1
NCQ30,7.725,0,0.029236727,9,123.8414,OUT017,2007,2,1,1,1340.2554,6,Non-Consumable,2,2
FDL09,19.6,1,0.127929521,13,167.4816,OUT013,1987,0,2,1,3691.1952,26,Food,1,1
FDU03,18.7,1,0.091560606,10,182.3292,OUT035,2004,2,1,1,3831.0132,9,Food,6,1
FDQ32,17.85,1,0.081605462,6,122.3388,OUT019,1985,2,0,0,371.5164,28,Food,4,1
FDI38,13.35,1,0.014626901,3,207.7638,OUT046,1997,2,0,1,3520.0846,16,Food,8,1
FDE36,5.26,1,0.041837331,0,161.8868,OUT049,1999,1,0,1,5077.3908,14,Food,9,1
FDY02,8.945,1,0.088002959,4,261.391,OUT018,2009,1,2,2,1840.937,4,Food,3,1
NCA17,20.6,0,0.04551031,8,149.6392,OUT045,2002,2,1,1,894.8352,11,Non-Consumable,7,2
DRJ25,14.6,0,0.150801606,14,48.7692,OUT049,1999,1,0,1,1231.73,14,Drinks,9,0
FDI26,5.94,0,0.03495749,3,177.1344,OUT045,2002,2,1,1,2854.9504,11,Food,7,1
FDT50,6.75,1,0.108458498,4,96.9752,OUT045,2002,2,1,1,958.752,11,Food,7,1
FDR02,16.7,0,0.022155562,4,109.5886,OUT018,2009,1,2,2,1000.6974,4,Food,3,1
NCY05,13.5,0,0.055301055,8,34.6874,OUT017,2007,2,1,1,317.5866,6,Non-Consumable,2,2
FDI50,8.42,1,0.030816999,3,230.8352,OUT013,1987,0,2,1,3435.528,26,Food,1,1
FDW56,7.68,0,0.0711891,6,193.3162,OUT018,2009,1,2,2,5772.486,4,Food,3,1
FDS32,17.75,1,0.029821648,6,139.9838,OUT017,2007,2,1,1,1123.8704,6,Food,2,1
FDT48,4.92,0,0.046142232,0,199.1084,OUT018,2009,1,2,2,4761.8016,4,Food,3,1
FDU57,8.27,1,0.089735804,13,148.7708,OUT045,2002,2,1,1,2708.4744,11,Food,7,1
FDL51,20.7,1,0.04745185,4,214.6876,OUT013,1987,0,2,1,3001.4264,26,Food,1,1
FDO52,11.6,1,0.077150004,5,170.2106,OUT035,2004,2,1,1,1882.2166,9,Food,6,1
FDS57,15.5,0,0.181114059,13,141.647,OUT019,1985,2,0,0,429.441,28,Food,4,1
FDR22,19.35,1,0.018562604,13,110.5544,OUT046,1997,2,0,1,1565.9616,16,Food,8,1
FDB57,20.25,1,0.018789455,6,222.0772,OUT013,1987,0,2,1,3113.2808,26,Food,1,1
FDA04,11.3,1,0.066674465,5,259.1962,OUT013,1987,0,2,1,5179.924,26,Food,1,1
FDM09,11.15,1,0.143831787,13,169.979,OUT010,1998,2,2,0,169.779,15,Food,0,1
NCQ38,16.35,0,0.023402893,11,108.228,OUT019,1985,2,0,0,213.056,28,Non-Consumable,4,2
FDP52,18.7,1,0.070979698,5,229.501,OUT018,2009,1,2,2,1607.907,4,Food,3,1
DRK11,8.21,0,0.018847114,7,148.0392,OUT019,1985,2,0,0,447.4176,28,Drinks,4,0
FDN40,5.88,0,0.086945823,5,152.9998,OUT017,2007,2,1,1,3691.1952,6,Food,2,1
FDV58,20.85,0,0.121438886,13,196.1452,OUT049,1999,1,0,1,1565.9616,14,Food,9,1
DRA59,8.27,1,0.153963448,14,183.2924,OUT017,2007,2,1,1,2406.2012,6,Drinks,2,0
FDE23,17.6,1,0.053288857,15,47.306,OUT045,2002,2,1,1,605.878,11,Food,7,1
FDI08,18.2,1,0.066431507,6,250.1092,OUT045,2002,2,1,1,4233.1564,11,Food,7,1
FDE09,8.775,0,0.037824735,6,109.7228,OUT019,1985,2,0,0,331.5684,28,Food,4,1
FDG09,20.6,1,0.047936284,6,185.7556,OUT046,1997,2,0,1,3942.8676,16,Food,8,1
FDS57,15.5,0,0.103356186,13,142.847,OUT013,1987,0,2,1,1574.617,26,Food,1,1
FDW15,15.35,1,0.055067732,10,146.5734,OUT013,1987,0,2,1,2375.5744,26,Food,1,1
FDH56,9.8,1,0.063916425,6,117.1492,OUT049,1999,1,0,1,2780.3808,14,Food,9,1
FDM36,11.65,1,0.059063036,0,172.0422,OUT017,2007,2,1,1,1379.5376,6,Food,2,1
NCQ38,16.35,0,0.013442036,11,104.528,OUT017,2007,2,1,1,1065.28,6,Non-Consumable,2,2
DRE48,8.43,0,0.01724183,14,197.0768,OUT027,1985,1,2,3,8868.456,28,Drinks,5,0
FDP33,18.7,0,0.089777214,13,256.4672,OUT017,2007,2,1,1,5369.0112,6,Food,2,1
FDI33,16.5,0,0.028418817,13,92.8146,OUT046,1997,2,0,1,2097.9358,16,Food,8,1
FDO16,5.48,0,0.015108194,5,83.725,OUT046,1997,2,0,1,1165.15,16,Food,8,1
FDW34,9.6,0,0.035780385,13,241.317,OUT017,2007,2,1,1,3645.255,6,Food,2,1
FDM22,14,1,0.073462632,13,52.364,OUT019,1985,2,0,0,53.264,28,Food,4,1
NCO07,9.06,0,0.009816092,11,211.856,OUT018,2009,1,2,2,3621.952,4,Non-Consumable,3,2
FDC44,15.6,0,0.172946916,6,114.1518,OUT045,2002,2,1,1,1821.6288,11,Food,7,1
DRB48,16.75,1,0.024892129,14,37.8822,OUT049,1999,1,0,1,589.233,14,Drinks,9,0
NCV29,11.8,0,0.022824491,8,177.0686,OUT013,1987,0,2,1,3022.0662,26,Non-Consumable,1,2
FDE28,9.5,1,0.195483698,5,231.3668,OUT013,1987,0,2,1,5759.17,26,Food,1,1
FDP49,9,1,0.069229076,2,55.9614,OUT045,2002,2,1,1,386.8298,11,Food,7,1
FDX59,10.195,0,0.051766042,1,34.5558,OUT045,2002,2,1,1,441.4254,11,Food,7,1
FDN60,15.1,0,0.095140088,0,159.9604,OUT035,2004,2,1,1,2852.2872,9,Food,6,1
DRC36,13,1,0.044976367,14,176.2054,OUT035,2004,2,1,1,1225.7378,9,Drinks,6,0
FDE02,8.71,0,0.212293753,3,92.2778,OUT019,1985,2,0,0,469.389,28,Food,4,1
NCU29,7.685,0,0.025354072,8,144.476,OUT027,1985,1,2,3,3661.9,28,Non-Consumable,5,2
NCQ17,10.3,0,0.195721125,8,156.463,OUT010,1998,2,2,0,312.926,15,Non-Consumable,0,2
DRD12,6.96,0,0.077508015,14,92.3146,OUT018,2009,1,2,2,1094.5752,4,Drinks,3,0
FDV45,16.75,0,0.045009952,13,186.8556,OUT013,1987,0,2,1,2440.8228,26,Food,1,1
FDZ02,6.905,1,0.037962696,4,97.5726,OUT027,1985,1,2,3,978.726,28,Food,5,1
FDW26,11.8,1,0.187443314,4,220.4772,OUT019,1985,2,0,0,444.7544,28,Food,4,1
FDN40,5.88,0,0.086384841,5,153.2998,OUT013,1987,0,2,1,2153.1972,26,Food,1,1
FDR19,13.5,1,0.158947217,6,145.5102,OUT027,1985,1,2,3,5978.2182,28,Food,5,1
FDD50,18.85,0,0.141615436,3,169.0132,OUT035,2004,2,1,1,1860.2452,9,Food,6,1
NCD18,16,0,0.072725311,9,228.8668,OUT046,1997,2,0,1,1612.5676,16,Non-Consumable,8,2
FDA34,11.5,0,0.01484819,15,172.108,OUT013,1987,0,2,1,2077.296,26,Food,1,1
FDR33,7.31,0,0.026843265,13,109.757,OUT045,2002,2,1,1,1208.427,11,Food,7,1
FDD39,16.7,0,0.070154899,4,218.185,OUT046,1997,2,0,1,5193.24,16,Food,8,1
FDR13,9.895,1,0.028765486,3,115.3492,OUT049,1999,1,0,1,1274.3412,14,Food,9,1
FDA39,6.32,0,0.012656359,10,37.8822,OUT027,1985,1,2,3,1021.3372,28,Food,5,1
FDN01,8.895,0,0.089623404,2,178.437,OUT046,1997,2,0,1,1235.059,16,Food,8,1
FDU04,7.93,0,0.005547386,5,121.5414,OUT035,2004,2,1,1,1340.2554,9,Food,6,1
FDV10,7.645,1,0.083523496,13,41.7112,OUT045,2002,2,1,1,852.224,11,Food,7,1
NCB30,14.6,0,0.02575512,9,199.6084,OUT045,2002,2,1,1,3769.7596,11,Non-Consumable,7,2
FDB38,19.5,1,0.027214272,3,159.692,OUT027,1985,1,2,3,3515.424,28,Food,5,1
FDB22,8.02,0,0.111666665,13,155.2998,OUT045,2002,2,1,1,1230.3984,11,Food,7,1
NCS30,5.945,0,0.093026207,9,128.7652,OUT046,1997,2,0,1,516.6608,16,Non-Consumable,8,2
FDK14,6.98,0,0.041189152,3,82.8934,OUT045,2002,2,1,1,818.934,11,Food,7,1
DRJ35,10.1,0,0.046584552,7,61.2878,OUT046,1997,2,0,1,1272.3438,16,Drinks,8,0
FDX19,19.1,0,0.097280981,6,232.6958,OUT017,2007,2,1,1,5375.0034,6,Food,2,1
FDX60,14.35,0,0.080922439,0,80.096,OUT018,2009,1,2,2,1278.336,4,Food,3,1
FDS01,11.6,0,0.017780986,3,177.3686,OUT045,2002,2,1,1,1777.686,11,Food,7,1
NCT41,15.7,0,0.055979703,8,151.9024,OUT035,2004,2,1,1,1062.6168,9,Non-Consumable,6,2
DRE27,11.85,0,0.132645493,4,96.9726,OUT035,2004,2,1,1,1174.4712,9,Drinks,6,0
FDY45,17.5,0,0.026182758,13,253.6356,OUT049,1999,1,0,1,5086.712,14,Food,9,1
